study,axis,parts,block,nw,lower_cycle_THz,upper_cycle_THz,mobility_m2_per_J_s,integral_proxy_m2_s,cell_extensivity_hypothesis_mobility_m2_per_J_s,zero_frequency_certified
nve_N6_serial_1000ps_dt2p5,direct110,4,0,2.0,0.08,0.16,258440463891.43292,9.720587115129596e-39,37215426800366.34,False
nve_N6_serial_1000ps_dt2p5,transverse,4,0,2.0,0.08,0.16,280282309883.06793,9.043576305275634e-39,40360652623161.78,False
nve_N6_serial_1000ps_dt2p5,normal,4,0,3.0,0.02,0.04,64807611676.97622,1.3067806689466836e-39,9332296081484.576,False
nve_N6_serial_1000ps_dt2p5,direct110,4,0,3.0,0.02,0.04,285239896438.1433,8.831739853220996e-39,41074545087092.64,False
nve_N6_serial_1000ps_dt2p5,transverse,4,0,3.0,0.02,0.04,220088877160.29477,1.1480916474514654e-38,31692798311082.445,False
nve_N6_serial_1000ps_dt2p5,normal,4,0,3.0,0.04,0.08,74008542997.0874,1.1278939870833283e-39,10657230191580.586,False
nve_N6_serial_1000ps_dt2p5,direct110,4,0,3.0,0.04,0.08,248264302316.43887,9.977643269472407e-39,35750059533567.195,False
nve_N6_serial_1000ps_dt2p5,transverse,4,0,3.0,0.04,0.08,288553839945.65717,8.718318233600258e-39,41551752952174.63,False
nve_N6_serial_1000ps_dt2p5,normal,4,0,3.0,0.08,0.16,79889180565.58405,1.0559455256166379e-39,11504042001444.102,False
nve_N6_serial_1000ps_dt2p5,direct110,4,0,3.0,0.08,0.16,260286513730.7242,9.702193253264127e-39,37481257977224.29,False
nve_N6_serial_1000ps_dt2p5,transverse,4,0,3.0,0.08,0.16,274462636679.4896,9.250344027623129e-39,39522619681846.5,False
nve_N6_serial_1000ps_dt2p5,normal,4,1,2.0,0.02,0.04,74540101478.20876,1.3043385614437361e-39,10733774612862.06,False
nve_N6_serial_1000ps_dt2p5,direct110,4,1,2.0,0.02,0.04,249604122439.91162,8.728445573559868e-39,35942993631347.27,False
nve_N6_serial_1000ps_dt2p5,transverse,4,1,2.0,0.02,0.04,208142936647.32352,1.2033701242660076e-38,29972582877214.586,False
nve_N6_serial_1000ps_dt2p5,normal,4,1,2.0,0.04,0.08,70077169962.35669,1.4181175466199628e-39,10091112474579.363,False
nve_N6_serial_1000ps_dt2p5,direct110,4,1,2.0,0.04,0.08,215621313365.36655,1.05266232338609e-38,31049469124612.78,False
nve_N6_serial_1000ps_dt2p5,transverse,4,1,2.0,0.04,0.08,241840161036.13074,1.0360020335567306e-38,34824983189202.83,False
nve_N6_serial_1000ps_dt2p5,normal,4,1,2.0,0.08,0.16,88045130905.6084,1.1187353849189072e-39,12678498850407.61,False
nve_N6_serial_1000ps_dt2p5,direct110,4,1,2.0,0.08,0.16,201929219710.89432,1.1079740108828438e-38,29077807638368.78,False
nve_N6_serial_1000ps_dt2p5,transverse,4,1,2.0,0.08,0.16,252182748894.4382,9.82170880388433e-39,36314315840799.1,False
nve_N6_serial_1000ps_dt2p5,normal,4,1,3.0,0.02,0.04,70303897146.62431,1.4115661533301053e-39,10123761189113.9,False
nve_N6_serial_1000ps_dt2p5,direct110,4,1,3.0,0.02,0.04,275679138595.1664,8.078468683728912e-39,39697795957703.96,False
nve_N6_serial_1000ps_dt2p5,transverse,4,1,3.0,0.02,0.04,209284145685.2522,1.2109692921295862e-38,30136916978676.316,False
nve_N6_serial_1000ps_dt2p5,normal,4,1,3.0,0.04,0.08,66880597597.64027,1.4988669742053884e-39,9630806054060.2,False
nve_N6_serial_1000ps_dt2p5,direct110,4,1,3.0,0.04,0.08,217936813888.63583,1.0538657854259514e-38,31382901199963.56,False
nve_N6_serial_1000ps_dt2p5,transverse,4,1,3.0,0.04,0.08,240458682228.09375,1.0510602607186447e-38,34626050240845.5,False
nve_N6_serial_1000ps_dt2p5,normal,4,1,3.0,0.08,0.16,89141630587.4122,1.1100215978706078e-39,12836394804587.357,False
nve_N6_serial_1000ps_dt2p5,direct110,4,1,3.0,0.08,0.16,204209019654.25827,1.1040982869006213e-38,29406098830213.19,False
nve_N6_serial_1000ps_dt2p5,transverse,4,1,3.0,0.08,0.16,266536815673.22324,9.297522889806676e-39,38381301456944.15,False
nve_N6_serial_1000ps_dt2p5,normal,4,2,2.0,0.02,0.04,130504357034.72134,7.146441221363654e-40,18792627412999.875,False
nve_N6_serial_1000ps_dt2p5,direct110,4,2,2.0,0.02,0.04,125174436015.88292,1.7622225026008916e-38,18025118786287.14,False
nve_N6_serial_1000ps_dt2p5,transverse,4,2,2.0,0.02,0.04,235845611919.26,1.0064935502778171e-38,33961768116373.44,False
nve_N6_serial_1000ps_dt2p5,normal,4,2,2.0,0.04,0.08,84840612444.28934,1.1247929851704569e-39,12217048191977.664,False
nve_N6_serial_1000ps_dt2p5,direct110,4,2,2.0,0.04,0.08,173696438721.1705,1.2125557487455622e-38,25012287175848.55,False
nve_N6_serial_1000ps_dt2p5,transverse,4,2,2.0,0.04,0.08,201167791468.74377,1.121490790580925e-38,28968161971499.1,False
nve_N6_serial_1000ps_dt2p5,normal,4,2,2.0,0.08,0.16,68675597466.70256,1.3655547945806301e-39,9889286035205.168,False
nve_N6_serial_1000ps_dt2p5,direct110,4,2,2.0,0.08,0.16,208818768488.6842,1.0119001614889378e-38,30069902662370.523,False
nve_N6_serial_1000ps_dt2p5,transverse,4,2,2.0,0.08,0.16,207432295189.8295,1.0707537620814508e-38,29870250507335.45,False
nve_N6_serial_1000ps_dt2p5,normal,4,2,3.0,0.02,0.04,144657197110.90726,6.434444422443452e-40,20830636383970.645,False
nve_N6_serial_1000ps_dt2p5,direct110,4,2,3.0,0.02,0.04,127823036847.23538,1.7157431516596875e-38,18406517306001.895,False
nve_N6_serial_1000ps_dt2p5,transverse,4,2,3.0,0.02,0.04,225189148213.5461,1.0446630229502693e-38,32427237342750.64,False
nve_N6_serial_1000ps_dt2p5,normal,4,2,3.0,0.04,0.08,95532278354.49263,1.034529600324881e-39,13756648083046.94,False
nve_N6_serial_1000ps_dt2p5,direct110,4,2,3.0,0.04,0.08,177084971341.92465,1.201388680647659e-38,25500235873237.15,False
nve_N6_serial_1000ps_dt2p5,transverse,4,2,3.0,0.04,0.08,220195368413.79803,1.0691626991006385e-38,31708133051586.918,False
nve_N6_serial_1000ps_dt2p5,normal,4,2,3.0,0.08,0.16,69539511310.94005,1.3685158165073985e-39,10013689628775.367,False
nve_N6_serial_1000ps_dt2p5,direct110,4,2,3.0,0.08,0.16,207101230702.9673,1.0290971907570382e-38,29822577221227.29,False
nve_N6_serial_1000ps_dt2p5,transverse,4,2,3.0,0.08,0.16,206304801322.07275,1.0791632041304345e-38,29707891390378.477,False
nve_N6_serial_1000ps_dt2p5,normal,4,3,2.0,0.02,0.04,90885355927.70534,1.189939463533683e-39,13087491253589.568,False
nve_N6_serial_1000ps_dt2p5,direct110,4,3,2.0,0.02,0.04,175679593265.52676,1.424641113550403e-38,25297861430235.855,False
nve_N6_serial_1000ps_dt2p5,transverse,4,3,2.0,0.02,0.04,263519621380.16135,1.2318159040821164e-38,37946825478743.234,False
nve_N6_serial_1000ps_dt2p5,normal,4,3,2.0,0.04,0.08,86669535259.95795,1.1260096477192688e-39,12480413077433.945,False
nve_N6_serial_1000ps_dt2p5,direct110,4,3,2.0,0.04,0.08,197022416869.64587,1.1410795564126976e-38,28371228029229.008,False
nve_N6_serial_1000ps_dt2p5,transverse,4,3,2.0,0.04,0.08,286895881617.9094,1.1105746962279398e-38,41313006952978.95,False
nve_N6_serial_1000ps_dt2p5,normal,4,3,2.0,0.08,0.16,91455760877.37674,1.072577849532705e-39,13169629566342.25,False
nve_N6_serial_1000ps_dt2p5,direct110,4,3,2.0,0.08,0.16,247656147272.90646,9.323075404347393e-39,35662485207298.53,False
nve_N6_serial_1000ps_dt2p5,transverse,4,3,2.0,0.08,0.16,349389475176.7076,9.278864514692689e-39,50312084425445.89,False
nve_N6_serial_1000ps_dt2p5,normal,4,3,3.0,0.02,0.04,101872509577.1737,1.098297061164844e-39,14669641379113.014,False
nve_N6_serial_1000ps_dt2p5,direct110,4,3,3.0,0.02,0.04,177660887683.89682,1.4621430823253013e-38,25583167826481.14,False
nve_N6_serial_1000ps_dt2p5,transverse,4,3,3.0,0.02,0.04,270100422023.94543,1.1917540416009238e-38,38894460771448.14,False
nve_N6_serial_1000ps_dt2p5,normal,4,3,3.0,0.04,0.08,86545658213.44632,1.1234017788870401e-39,12462574782736.27,False
nve_N6_serial_1000ps_dt2p5,direct110,4,3,3.0,0.04,0.08,191819433425.83847,1.1676077332198822e-38,27621998413320.74,False
nve_N6_serial_1000ps_dt2p5,transverse,4,3,3.0,0.04,0.08,294326606330.75323,1.0816024706679756e-38,42383031311628.47,False
nve_N6_serial_1000ps_dt2p5,normal,4,3,3.0,0.08,0.16,91941410561.4006,1.0720854388287294e-39,13239563120841.688,False
nve_N6_serial_1000ps_dt2p5,direct110,4,3,3.0,0.08,0.16,256626015650.80557,9.124518536925258e-39,36954146253716.0,False
nve_N6_serial_1000ps_dt2p5,transverse,4,3,3.0,0.08,0.16,372829642199.28973,8.849013599873387e-39,53687468476697.72,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,1,0,2.0,0.02,0.04,73064472730.90695,1.2091132869867816e-39,10521284073250.602,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,1,0,2.0,0.02,0.04,167042678212.05045,1.2788093255669612e-38,24054145662535.266,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,1,0,2.0,0.02,0.04,196489537777.7998,1.1214406737016305e-38,28294493440003.17,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,1,0,2.0,0.04,0.08,78653987194.5949,1.1296385183786459e-39,11326174156021.664,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,1,0,2.0,0.04,0.08,220307783374.65765,9.74087070325228e-39,31724320805950.703,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,1,0,2.0,0.04,0.08,226085612655.83667,9.840778246411379e-39,32556328222440.48,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,1,0,2.0,0.08,0.16,83045959616.12221,1.067927611875041e-39,11958618184721.598,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,1,0,2.0,0.08,0.16,213053161431.16595,1.0010880371580148e-38,30679655246087.9,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,1,0,2.0,0.08,0.16,274129917285.35568,8.059322826391539e-39,39474708089091.22,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,1,0,3.0,0.02,0.04,72301635288.42274,1.219886715938222e-39,10411435481532.875,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,1,0,3.0,0.02,0.04,167259891583.12534,1.276047681285314e-38,24085424387970.047,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,1,0,3.0,0.02,0.04,199842316742.42368,1.1002785002324381e-38,28777293610909.008,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,1,0,3.0,0.04,0.08,78498617688.83076,1.1381762660289764e-39,11303800947191.63,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,1,0,3.0,0.04,0.08,224072740620.50266,9.610808472794942e-39,32266474649352.383,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,1,0,3.0,0.04,0.08,225672729617.0954,9.93803117903058e-39,32496873064861.74,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,1,0,3.0,0.08,0.16,83446639105.97038,1.0624981025325074e-39,12016316031259.734,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,1,0,3.0,0.08,0.16,211466877245.74246,1.0081420940674387e-38,30451230323386.914,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,1,0,3.0,0.08,0.16,271601165508.01178,8.133228478030195e-39,39110567833153.695,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,0,2.0,0.02,0.04,69610854709.68974,1.4277571773907172e-39,10023963078195.322,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,0,2.0,0.02,0.04,206176641268.50446,1.028552851460749e-38,29689436342664.64,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,0,2.0,0.02,0.04,198609972169.55792,1.193434221976296e-38,28599835992416.34,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,0,2.0,0.04,0.08,86080363211.96136,1.0949213344651387e-39,12395572302522.438,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,0,2.0,0.04,0.08,198486373473.9935,1.0273917136289764e-38,28582037780255.062,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,0,2.0,0.04,0.08,214663133180.0261,1.0823774946892405e-38,30911491177923.758,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,0,2.0,0.08,0.16,88778410165.45573,1.0517158658471901e-39,12784091063825.625,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,0,2.0,0.08,0.16,216933178372.65854,9.266690675660973e-39,31238377685662.83,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,0,2.0,0.08,0.16,333336735012.42346,7.002315423930246e-39,48000489841788.98,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,0,3.0,0.02,0.04,69515455502.22783,1.454180205853337e-39,10010225592320.807,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,0,3.0,0.02,0.04,208968755071.4424,1.0249494905886252e-38,30091500730287.707,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,0,3.0,0.02,0.04,196517434142.97125,1.227885783487774e-38,28298510516587.86,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,0,3.0,0.04,0.08,90846798511.11293,1.0418485517889952e-39,13081938985600.262,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,0,3.0,0.04,0.08,193883694694.98248,1.055972749287029e-38,27919252036077.477,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,0,3.0,0.04,0.08,211404236892.7386,1.0991301867585514e-38,30442210112554.355,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,0,3.0,0.08,0.16,88408721075.4495,1.061759987535198e-39,12730855834864.727,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,0,3.0,0.08,0.16,216836002147.69577,9.277417133401852e-39,31224384309268.19,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,0,3.0,0.08,0.16,343630207754.92444,6.83060637340137e-39,49482749916709.12,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,1,2.0,0.02,0.04,83748861944.21396,1.0391624620658399e-39,12059836119966.81,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,1,2.0,0.02,0.04,179071419052.45792,1.3035092581792343e-38,25786284343553.94,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,1,2.0,0.02,0.04,189843443553.59634,1.1137662619883257e-38,27337455871717.875,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,1,2.0,0.04,0.08,74184164445.84761,1.163368601188363e-39,10682519680202.057,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,1,2.0,0.04,0.08,229989421015.47964,1.0031246080953282e-38,33118476626229.07,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,1,2.0,0.04,0.08,228986398321.151,9.230539664870827e-39,32974041358245.742,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,1,2.0,0.08,0.16,76916817698.2078,1.1091288442641567e-39,11076021748541.922,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,1,2.0,0.08,0.16,217662915287.8292,1.0544229812987792e-38,31343459801447.402,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,1,2.0,0.08,0.16,233571066104.2942,9.127240798262416e-39,33634233519018.363,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,1,3.0,0.02,0.04,87260603068.35428,9.996120271164096e-40,12565526841843.016,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,1,3.0,0.02,0.04,177462087089.8749,1.3196539239154382e-38,25554540540941.99,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,1,3.0,0.02,0.04,197386651916.94894,1.0720345039508636e-38,28423677876040.65,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,1,3.0,0.04,0.08,79136117761.47356,1.0975108320326972e-39,11395600957652.191,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,1,3.0,0.04,0.08,220096496484.11722,1.0514341298623441e-38,31693895493712.88,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,1,3.0,0.04,0.08,249817745876.91187,8.475281921491488e-39,35973755406275.31,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,2,1,3.0,0.08,0.16,78483161518.02437,1.0888560520450455e-39,11301575258595.51,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,2,1,3.0,0.08,0.16,216409552141.40604,1.0623233095531732e-38,31162975508362.47,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,2,1,3.0,0.08,0.16,239696057669.78693,8.851682890346646e-39,34516232304449.316,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,0,2.0,0.02,0.04,88348977899.63168,1.3276459535346812e-39,12722252817546.963,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,0,2.0,0.02,0.04,229694484463.8166,9.501615821834952e-39,33076005762789.59,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,0,2.0,0.02,0.04,193750103046.1208,1.26862592704515e-38,27900014838641.395,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,0,2.0,0.04,0.08,84255804200.3387,1.3051700692201106e-39,12132835804848.773,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,0,2.0,0.04,0.08,218844003259.98932,9.567180621703247e-39,31513536469438.46,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,0,2.0,0.04,0.08,196517488122.0883,1.186661016467191e-38,28298518289580.715,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,0,2.0,0.08,0.16,115275845933.76718,9.304375703388004e-40,16599721814462.475,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,0,2.0,0.08,0.16,241988972485.98508,8.473749245958375e-39,34846412037981.85,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,0,2.0,0.08,0.16,332991051405.52325,7.078270210829792e-39,47950711402395.35,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,0,3.0,0.02,0.04,86638823540.58092,1.3583786217286886e-39,12475990589843.652,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,0,3.0,0.02,0.04,243600510518.33405,9.024320774072126e-39,35078473514640.1,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,0,3.0,0.02,0.04,204605402293.70575,1.24689324502698e-38,29463177930293.63,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,0,3.0,0.04,0.08,87078235828.92715,1.2895851376573588e-39,12539265959365.51,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,0,3.0,0.04,0.08,245899144591.6757,8.692705652328422e-39,35409476821201.3,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,0,3.0,0.04,0.08,203018266727.45364,1.1502964058632974e-38,29234630408753.324,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,0,3.0,0.08,0.16,115926958736.26569,9.240364271009702e-40,16693482058022.258,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,0,3.0,0.08,0.16,250480543509.16022,8.205694749127715e-39,36069198265319.07,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,0,3.0,0.08,0.16,330574367874.3193,7.12094246982512e-39,47602708973901.98,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,1,2.0,0.02,0.04,59315970281.24512,1.3424301711058557e-39,8541499720499.297,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,1,2.0,0.02,0.04,172316630050.99225,1.1776929777656741e-38,24813594727342.883,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,1,2.0,0.02,0.04,259680856488.29684,8.621260719535954e-39,37394043334314.74,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,1,2.0,0.04,0.08,71258228571.34183,1.1519014661848442e-39,10261184914273.223,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,1,2.0,0.04,0.08,195152455702.2245,1.0251686802977733e-38,28101953621120.33,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,1,2.0,0.04,0.08,243493704299.42722,9.851374426817318e-39,35063093419117.52,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,1,2.0,0.08,0.16,71055047788.60486,1.1055686448387078e-39,10231926881559.1,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,1,2.0,0.08,0.16,207554564247.51993,9.696585174472523e-39,29887857251642.87,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,1,2.0,0.08,0.16,302066032470.4361,7.617376436632595e-39,43497508675742.8,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,1,3.0,0.02,0.04,57612306853.22314,1.3828538291477194e-39,8296172186864.132,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,1,3.0,0.02,0.04,177083666938.7359,1.1438392280418626e-38,25500048039177.97,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,1,3.0,0.02,0.04,274732714048.06473,8.160884428621264e-39,39561510822921.32,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,1,3.0,0.04,0.08,71749673455.55818,1.1429115547807677e-39,10331952977600.379,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,1,3.0,0.04,0.08,181777034098.47675,1.1096295202337172e-38,26175892910180.652,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,1,3.0,0.04,0.08,252647938096.78714,9.54429149072391e-39,36381303085937.35,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,1,3.0,0.08,0.16,72699548948.56682,1.1000162008507124e-39,10468735048593.621,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,1,3.0,0.08,0.16,202473217618.78763,9.917163911495907e-39,29156143337105.418,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,1,3.0,0.08,0.16,307186897443.52527,7.569808228455941e-39,44234913231867.64,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,2,2.0,0.02,0.04,77312980628.06078,1.1240697005156469e-39,11133069210440.752,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,2,2.0,0.02,0.04,157771113706.80228,1.434156384896358e-38,22719040373779.527,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,2,2.0,0.02,0.04,172467045229.9435,1.233698974730201e-38,24835254513111.867,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,2,2.0,0.04,0.08,74697813772.41013,1.2039790699310074e-39,10756485183227.059,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,2,2.0,0.04,0.08,252753828853.5003,9.461684353911637e-39,36396551354904.05,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,2,2.0,0.04,0.08,213318166992.62592,1.0278181176372727e-38,30717816046938.133,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,2,2.0,0.08,0.16,85062703088.61958,1.0352405492112678e-39,12249029244761.22,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,2,2.0,0.08,0.16,218796938411.26117,1.0341773592268665e-38,31506759131221.61,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,2,2.0,0.08,0.16,225860127554.3286,9.50833215899037e-39,32523858367823.32,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,2,3.0,0.02,0.04,70518933427.83154,1.2309226949438102e-39,10154726413607.742,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,2,3.0,0.02,0.04,151101550776.4376,1.493102348691913e-38,21758623311807.01,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,2,3.0,0.02,0.04,176832940143.46423,1.1983033793142795e-38,25463943380658.85,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,2,3.0,0.04,0.08,71859801907.39636,1.2725829764602224e-39,10347811474665.076,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,2,3.0,0.04,0.08,275798767561.9271,8.814789320969131e-39,39715022528917.51,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,2,3.0,0.04,0.08,203406274022.12637,1.0786702381554425e-38,29290503459186.2,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,2,3.0,0.08,0.16,80988236446.32742,1.0858229262221638e-39,11662306048271.148,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,2,3.0,0.08,0.16,215044163453.42352,1.0491695665115714e-38,30966359537292.99,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,2,3.0,0.08,0.16,225455110090.11905,9.478163071854815e-39,32465535852977.145,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,3,2.0,0.02,0.04,71467478715.92136,1.1769817599727208e-39,10291316935092.676,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,3,2.0,0.02,0.04,202849687621.85583,1.1713586278736315e-38,29210355017547.242,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,3,2.0,0.02,0.04,175906026799.1187,1.2327907937821226e-38,25330467859073.094,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,3,2.0,0.04,0.08,66360593717.98404,1.2594004046782185e-39,9555925495389.701,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,3,2.0,0.04,0.08,228462252173.62164,1.0090344471456987e-38,32898564313001.516,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,3,2.0,0.04,0.08,193915265705.14038,1.0945022139514537e-38,27923798261540.215,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,3,2.0,0.08,0.16,69982951892.89317,1.2105780519361082e-39,10077545072576.617,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,3,2.0,0.08,0.16,244238524456.6455,9.499247693355924e-39,35170347521756.953,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,3,2.0,0.08,0.16,212617307634.7122,1.0226190141722097e-38,30616892299398.555,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,3,3.0,0.02,0.04,78429348095.69633,1.075143918815376e-39,11293826125780.271,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,3,3.0,0.02,0.04,211463995610.20673,1.1119701480094102e-38,30450815367869.77,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,3,3.0,0.02,0.04,160161600652.5533,1.3530331549381005e-38,23063270493967.676,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,3,3.0,0.04,0.08,64655610942.223076,1.2839958523447626e-39,9310407975680.123,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,3,3.0,0.04,0.08,225986809501.38028,1.0148834408476918e-38,32542100568198.76,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,3,3.0,0.04,0.08,200420171174.96918,1.0616709895309975e-38,28860504649195.562,False
nve_N6_lattice4p05_1000ps_dt2p5,normal,4,3,3.0,0.08,0.16,71357342010.34673,1.189225429451691e-39,10275457249489.928,False
nve_N6_lattice4p05_1000ps_dt2p5,direct110,4,3,3.0,0.08,0.16,246450984646.92322,9.410801899369523e-39,35488941789156.945,False
nve_N6_lattice4p05_1000ps_dt2p5,transverse,4,3,3.0,0.08,0.16,210708279510.27515,1.039955517034391e-38,30341992249479.62,False
