observable,role,target,scale,units,u,v,A,B,C,D3,D1,D2,D_Eg,K3
shockley_0.75_energy,fit,0.08334161260537679,0.00833416126053768,eV/cell,0.3189062566116784,-0.06111304139362446,-0.00023424055575782532,0.00046850625014593916,1.0056576010895535e-07,0.002712178677208042,8.989991339866988e-05,0.0015211286790219275,0.003744399145696359,3.6777509726768003e-06
new_direct_017_energy,fit,0.05826439239193282,0.0058264392391932825,eV/cell,0.6890841288964625,-0.12180879039174401,-0.0004202081476429864,0.0008405039897612099,3.5085135391728383e-07,0.0017392397146301385,0.0004778277130668292,0.003038641542067763,0.0077488727226308176,1.5124596091710384e-06
new_direct_017_normal_force,fit,-0.44118804525591643,0.03173805605024358,eV/L0,-39.64012192005154,18.92667163351352,0.7557063070724945,-1.5116660967809652,-0.0010142488098384842,-0.014192762721886314,-0.03743586673399893,-0.04115427258011963,-0.09863760198359385,-2.468247205762668e-05
new_direct_017_Haa,fit,26.109437232644353,2.6109437232644357,eV/L0^2,447.89771446661285,-97.1958423810752,-1.0837275706145273,2.550137432111794,1.5316490439358594,0.21519284937062846,4.040496909801008,-0.03832140935272976,-0.18866331946483061,0.0005749091231491202
new_direct_039_energy,fit,0.2262381941113307,0.022623819411133072,eV/cell,2.738626581052316,-0.4389960790349051,-0.0014513954805361884,0.002903837236747142,4.18813020214725e-06,0.0059335498777152666,0.002889348283376106,0.0049968633201254815,0.01103959628231539,1.7603287354012578e-05
new_direct_039_normal_force,fit,-1.9685101248020884,0.03173805605024358,eV/L0,-71.03781413363988,22.229129584615894,0.7622478540135378,-1.5253806875819464,-0.0035437569979124488,-0.047265190963833005,-0.15034417042321213,-0.02018353767456495,-0.020264394694248403,-0.0002804250888724731
new_direct_039_Haa,fit,36.31678531793335,3.6316785317933356,eV/L0^2,947.2134029328271,-132.59033043268948,-1.1235478126197869,2.6385563474511198,1.5690935618857564,0.4103508509637591,6.018887594453482,-0.4358005849384393,-0.34752144504987537,0.0046655114757164825
new_raised_direct_energy,fit,0.11960599647825673,0.011960599647825674,eV/cell,-0.38613976002465866,0.6538369472071051,0.03774847570861661,-0.07502078896032449,0.0018770143959727667,0.002787006768030284,0.0022920949983567243,0.002537883802367724,0.007995432439412151,3.882583085725519e-06
new_raised_direct_normal_force,fit,0.08783049166112324,0.03173805605024358,eV/L0,-29.501733864574547,15.56265123262832,0.7017939005184894,-1.3857364458657873,0.06985055593562758,-0.02040088946416009,0.1007089792866218,-0.03668336985962194,-0.02264722887379695,-5.689012626954465e-05
new_raised_direct_Haa,fit,20.00400949091716,2.000400949091716,eV/L0^2,353.310426323067,-82.46102968289951,-1.0664495255955384,2.442467261808659,1.1821725717366522,0.18340965009052485,2.601629890482371,0.6513269914273934,2.5302887343245786,0.0009272983768358846
new_off_path_positive_energy,fit,0.05360470506556986,0.0053604705065569865,eV/cell,-0.6015788097898305,0.5285861510188727,0.02667344200735222,-0.0531088110620066,0.000942506222007218,0.0013839237915178005,0.0014390411219018003,0.001116206786145939,0.0057445058431144945,9.573460663185565e-07
new_off_path_positive_normal_force,fit,0.35206897342006,0.03173805605024358,eV/L0,-24.818815479064373,15.543246957040454,0.715940586097556,-1.419039767518635,0.05057378344469933,-0.008520997890630313,0.0890623520270202,-0.00587466443944804,0.025528749544810797,-1.1805821032170976e-05
new_off_path_positive_Haa,fit,13.446420569551602,1.3446420569551603,eV/L0^2,266.1899134600456,-76.47826899469189,-1.058813465883142,2.4465494109948063,1.2740653233953976,0.11841451259342813,2.5044518638296185,1.252148827731209,0.7133381393738327,0.00023627139976877237
